ISO3,Year,Month,Total,Domestic,International,Total_OS,Passengers,Date,Region,Holiday_Count,Holiday_Names,Holiday_Season,Quarter,Month_Name,Hemisphere
DNK,2015,2,1872.931,136.593,1736.338,1963.733,1872.931,2015-02-01,Europe,2.0,"Valentine's Day, Carnival",Regular,Q1,February,Northern
DNK,2015,3,2282.557,166.029,2116.528,2387.668,2282.557,2015-03-01,Europe,1.0,Palm Sunday,Spring_Holidays,Q1,March,Northern
DNK,2015,4,2402.197,155.924,2246.273,2495.05,2402.197,2015-04-01,Europe,4.0,"Maundy Thursday, Good Friday, Easter Sunday",Spring_Holidays,Q2,April,Northern
DNK,2015,5,2631.635,167.432,2464.203,2734.461,2631.635,2015-05-01,Europe,6.0,"Labor Day / May Day, Liberation Day, Great Prayer Day",Regular,Q2,May,Northern
DNK,2015,6,2895.624,183.567,2712.057,3010.731,2895.624,2015-06-01,Europe,1.0,Constitution Day,Regular,Q2,June,Northern
DNK,2015,7,3195.14,142.811,3052.329,3279.945,3195.14,2015-07-01,Europe,0.0,None,Regular,Q3,July,Northern
DNK,2015,8,2927.393,164.147,2763.246,3053.108,2927.393,2015-08-01,Europe,0.0,None,Regular,Q3,August,Northern
DNK,2015,9,2845.032,179.195,2665.837,2959.866,2845.032,2015-09-01,Europe,0.0,None,Regular,Q3,September,Northern
DNK,2015,10,2822.697,175.564,2647.133,2933.092,2822.697,2015-10-01,Europe,0.0,None,Regular,Q4,October,Northern
DNK,2015,11,2261.523,173.373,2088.15,2377.734,2261.523,2015-11-01,Europe,0.0,None,Regular,Q4,November,Northern
DNK,2015,12,2104.646,149.677,1954.969,2204.237,2104.646,2015-12-01,Europe,4.0,"Christmas Eve, New Year's Eve, Christmas Day",Winter_Holidays,Q4,December,Northern
DNK,2016,1,2064.353,140.049,1924.304,2175.472,2064.353,2016-01-01,Europe,1.0,New Year's Day,Winter_Holidays,Q1,January,Northern
DNK,2016,2,2159.939,144.038,2015.901,2261.598,2159.939,2016-02-01,Europe,2.0,"Carnival, Valentine's Day",Regular,Q1,February,Northern
DNK,2016,3,2538.415,167.689,2370.726,2647.803,2538.415,2016-03-01,Europe,5.0,"Palm Sunday, Maundy Thursday, Good Friday",Spring_Holidays,Q1,March,Northern
DNK,2016,4,2569.129,165.831,2403.298,2673.996,2569.129,2016-04-01,Europe,1.0,Great Prayer Day,Spring_Holidays,Q2,April,Northern
DNK,2016,5,2904.048,184.224,2719.824,3016.469,2904.048,2016-05-01,Europe,5.0,"Labor Day / May Day, Liberation Day, Ascension Day",Regular,Q2,May,Northern
DNK,2016,6,3140.864,190.979,2949.885,3252.297,3140.864,2016-06-01,Europe,1.0,Constitution Day,Regular,Q2,June,Northern
DNK,2016,7,3480.953,148.425,3332.528,3562.067,3480.953,2016-07-01,Europe,0.0,None,Regular,Q3,July,Northern
DNK,2016,8,3131.773,170.808,2960.965,3231.157,3131.773,2016-08-01,Europe,0.0,None,Regular,Q3,August,Northern
DNK,2016,9,3053.033,187.858,2865.175,3172.38,3053.033,2016-09-01,Europe,0.0,None,Regular,Q3,September,Northern
DNK,2016,10,3042.096,181.005,2861.091,3153.808,3042.096,2016-10-01,Europe,0.0,None,Regular,Q4,October,Northern
DNK,2016,11,2398.47,178.327,2220.143,2512.12,2398.47,2016-11-01,Europe,0.0,None,Regular,Q4,November,Northern
DNK,2016,12,2280.069,152.384,2127.685,2380.274,2280.069,2016-12-01,Europe,4.0,"Christmas Eve, New Year's Eve, Christmas Day",Winter_Holidays,Q4,December,Northern
DNK,2017,1,2208.716,148.664,2060.052,2311.558,2208.716,2017-01-01,Europe,1.0,New Year's Day,Winter_Holidays,Q1,January,Northern
DNK,2017,2,2208.467,136.706,2071.761,2302.264,2208.467,2017-02-01,Europe,2.0,"Valentine's Day, Carnival",Regular,Q1,February,Northern
DNK,2017,3,2548.433,170.886,2377.547,2659.288,2548.433,2017-03-01,Europe,0.0,None,Regular,Q1,March,Northern
DNK,2017,4,2736.104,155.343,2580.761,2823.505,2736.104,2017-04-01,Europe,5.0,"Palm Sunday, Maundy Thursday, Good Friday",Spring_Holidays,Q2,April,Northern
DNK,2017,5,2954.722,179.266,2775.456,3058.472,2954.722,2017-05-01,Europe,4.0,"Labor Day / May Day, Liberation Day, Great Prayer Day",Regular,Q2,May,Northern
DNK,2017,6,3192.279,182.148,3010.131,3291.878,3192.279,2017-06-01,Europe,3.0,"Constitution Day, Whit Sunday, Whit Monday",Regular,Q2,June,Northern
DNK,2017,7,3531.785,140.308,3391.477,3598.703,3531.785,2017-07-01,Europe,0.0,None,Regular,Q3,July,Northern
DNK,2017,8,3191.707,167.762,3023.945,3278.087,3191.707,2017-08-01,Europe,0.0,None,Regular,Q3,August,Northern
DNK,2017,9,3092.281,179.806,2912.475,3205.563,3092.281,2017-09-01,Europe,0.0,None,Regular,Q3,September,Northern
DNK,2017,10,3030.083,178.378,2851.705,3137.369,3030.083,2017-10-01,Europe,0.0,None,Regular,Q4,October,Northern
DNK,2017,11,2357.263,169.516,2187.747,2471.817,2357.263,2017-11-01,Europe,0.0,None,Regular,Q4,November,Northern
DNK,2017,12,2209.374,141.959,2067.415,2308.575,2209.374,2017-12-01,Europe,4.0,"Christmas Eve, New Year's Eve, Christmas Day",Winter_Holidays,Q4,December,Northern
DNK,2018,1,2183.832,141.801,2042.031,,2183.832,2018-01-01,Europe,1.0,New Year's Day,Winter_Holidays,Q1,January,Northern
DNK,2018,2,2218.27,134.526,2083.744,,2218.27,2018-02-01,Europe,2.0,"Carnival, Valentine's Day",Regular,Q1,February,Northern
DNK,2018,3,2691.52,161.693,2529.827,,2691.52,2018-03-01,Europe,3.0,"Palm Sunday, Maundy Thursday, Good Friday",Spring_Holidays,Q1,March,Northern
DNK,2018,4,2841.987,167.425,2674.562,,2841.987,2018-04-01,Europe,3.0,"Easter Sunday, Easter Monday, Great Prayer Day",Spring_Holidays,Q2,April,Northern
DNK,2018,5,3156.768,182.8,2973.968,,3156.768,2018-05-01,Europe,5.0,"Labor Day / May Day, Liberation Day, Ascension Day",Regular,Q2,May,Northern
DNK,2018,6,3387.213,185.008,3202.205,,3387.213,2018-06-01,Europe,1.0,Constitution Day,Regular,Q2,June,Northern
DNK,2018,7,3686.607,150.524,3536.083,,3686.607,2018-07-01,Europe,0.0,None,Regular,Q3,July,Northern
DNK,2018,8,3371.061,174.892,3196.169,,3371.061,2018-08-01,Europe,0.0,None,Regular,Q3,August,Northern
DNK,2018,9,3239.388,180.674,3058.714,,3239.388,2018-09-01,Europe,0.0,None,Regular,Q3,September,Northern
DNK,2018,10,3147.214,177.718,2969.496,,3147.214,2018-10-01,Europe,0.0,None,Regular,Q4,October,Northern
DNK,2018,11,2478.048,163.247,2314.801,,2478.048,2018-11-01,Europe,0.0,None,Regular,Q4,November,Northern
DNK,2018,12,2299.231,126.296,2172.935,,2299.231,2018-12-01,Europe,4.0,"Christmas Eve, New Year's Eve, Christmas Day",Winter_Holidays,Q4,December,Northern
DOM,2010,1,,,,1019.011,1019.011,2010-01-01,Other,4.0,"New Year's Day, Epiphany, Our Lady of Altagracia",Winter_Holidays,Q1,January,Northern
DOM,2010,2,,,,894.618,894.618,2010-02-01,Other,1.0,Independence Day,Regular,Q1,February,Northern
DOM,2010,3,,,,957.871,957.871,2010-03-01,Other,0.0,None,Regular,Q1,March,Northern
DOM,2010,4,,,,823.841,823.841,2010-04-01,Other,2.0,"Good Friday, Labor Day observed",Spring_Holidays,Q2,April,Northern
DOM,2010,5,,,,690.12,690.12,2010-05-01,Other,2.0,"Mother's Day, Labor Day",Regular,Q2,May,Northern
DOM,2010,6,,,,817.414,817.414,2010-06-01,Other,1.0,Corpus Christi,Regular,Q2,June,Northern
DOM,2010,7,,,,926.918,926.918,2010-07-01,Other,1.0,Father's Day,Summer_Holidays,Q3,July,Northern
DOM,2010,8,,,,866.151,866.151,2010-08-01,Other,1.0,Restoration Day,Summer_Holidays,Q3,August,Northern
DOM,2010,9,,,,582.89,582.89,2010-09-01,Other,1.0,Our Lady of Las Mercedes,Regular,Q3,September,Northern
DOM,2010,10,,,,585.1,585.1,2010-10-01,Other,0.0,None,Regular,Q4,October,Northern
DOM,2010,11,,,,293.651,293.651,2010-11-01,Other,1.0,Constitution Day,Regular,Q4,November,Northern
DOM,2010,12,,,,354.532,354.532,2010-12-01,Other,3.0,"Christmas Eve, New Year's Eve, Christmas Day",Winter_Holidays,Q4,December,Northern
DOM,2011,1,,,,990.851,990.851,2011-01-01,Other,4.0,"New Year's Day, Epiphany, Our Lady of Altagracia",Winter_Holidays,Q1,January,Northern
DOM,2011,2,,,,882.956,882.956,2011-02-01,Other,1.0,Independence Day,Regular,Q1,February,Northern
DOM,2011,3,,,,1002.302,1002.302,2011-03-01,Other,0.0,None,Regular,Q1,March,Northern
DOM,2011,4,,,,880.301,880.301,2011-04-01,Other,1.0,Good Friday,Spring_Holidays,Q2,April,Northern
DOM,2011,5,,,,706.525,706.525,2011-05-01,Other,3.0,"Mother's Day, Labor Day, Labor Day observed",Regular,Q2,May,Northern
DOM,2011,6,,,,323.815,323.815,2011-06-01,Other,1.0,Corpus Christi,Regular,Q2,June,Northern
DOM,2011,7,,,,390.872,390.872,2011-07-01,Other,1.0,Father's Day,Summer_Holidays,Q3,July,Northern
DOM,2011,8,,,,353.851,353.851,2011-08-01,Other,1.0,Restoration Day,Summer_Holidays,Q3,August,Northern
DOM,2011,9,,,,279.267,279.267,2011-09-01,Other,1.0,Our Lady of Las Mercedes,Regular,Q3,September,Northern
DOM,2011,10,,,,277.48,277.48,2011-10-01,Other,0.0,None,Regular,Q4,October,Northern
DOM,2011,11,,,,288.897,288.897,2011-11-01,Other,1.0,Constitution Day,Regular,Q4,November,Northern
DOM,2011,12,,,,352.616,352.616,2011-12-01,Other,3.0,"Christmas Eve, New Year's Eve, Christmas Day",Winter_Holidays,Q4,December,Northern
DOM,2012,1,,,,889.029,889.029,2012-01-01,Other,4.0,"New Year's Day, Epiphany, Our Lady of Altagracia",Winter_Holidays,Q1,January,Northern
DOM,2012,2,,,,823.224,823.224,2012-02-01,Other,1.0,Independence Day,Regular,Q1,February,Northern
DOM,2012,3,,,,918.742,918.742,2012-03-01,Other,0.0,None,Regular,Q1,March,Northern
DOM,2012,4,,,,827.69,827.69,2012-04-01,Other,1.0,Good Friday,Spring_Holidays,Q2,April,Northern
DOM,2012,5,,,,649.197,649.197,2012-05-01,Other,2.0,"Mother's Day, Labor Day",Regular,Q2,May,Northern
DOM,2012,6,,,,326.639,326.639,2012-06-01,Other,1.0,Corpus Christi,Regular,Q2,June,Northern
DOM,2012,7,,,,381.064,381.064,2012-07-01,Other,1.0,Father's Day,Summer_Holidays,Q3,July,Northern
DOM,2012,8,,,,357.054,357.054,2012-08-01,Other,1.0,Restoration Day,Summer_Holidays,Q3,August,Northern
DOM,2012,9,,,,284.38,284.38,2012-09-01,Other,1.0,Our Lady of Las Mercedes,Regular,Q3,September,Northern
DOM,2012,10,,,,263.76,263.76,2012-10-01,Other,0.0,None,Regular,Q4,October,Northern
DOM,2012,11,,,,288.989,288.989,2012-11-01,Other,1.0,Constitution Day,Regular,Q4,November,Northern
DOM,2012,12,,,,342.539,342.539,2012-12-01,Other,3.0,"Christmas Eve, New Year's Eve, Christmas Day",Winter_Holidays,Q4,December,Northern
DOM,2013,1,,,,395.025,395.025,2013-01-01,Other,4.0,"New Year's Day, Epiphany, Our Lady of Altagracia",Winter_Holidays,Q1,January,Northern
DOM,2013,2,,,,339.309,339.309,2013-02-01,Other,1.0,Independence Day,Regular,Q1,February,Northern
DOM,2013,3,,,,404.898,404.898,2013-03-01,Other,1.0,Good Friday,Spring_Holidays,Q1,March,Northern
DOM,2013,4,,,,338.828,338.828,2013-04-01,Other,0.0,None,Regular,Q2,April,Northern
DOM,2013,5,,,,302.079,302.079,2013-05-01,Other,3.0,"Mother's Day, Labor Day, Corpus Christi",Regular,Q2,May,Northern
DOM,2013,6,,,,322.18,322.18,2013-06-01,Other,0.0,None,Regular,Q2,June,Northern
DOM,2013,7,,,,374.046,374.046,2013-07-01,Other,1.0,Father's Day,Summer_Holidays,Q3,July,Northern
DOM,2013,8,,,,358.989,358.989,2013-08-01,Other,1.0,Restoration Day,Summer_Holidays,Q3,August,Northern
DOM,2013,9,,,,270.127,270.127,2013-09-01,Other,1.0,Our Lady of Las Mercedes,Regular,Q3,September,Northern
DOM,2013,10,,,,274.346,274.346,2013-10-01,Other,0.0,None,Regular,Q4,October,Northern
DOM,2013,11,,,,290.815,290.815,2013-11-01,Other,1.0,Constitution Day,Regular,Q4,November,Northern
DOM,2013,12,,,,368.2,368.2,2013-12-01,Other,3.0,"Christmas Eve, New Year's Eve, Christmas Day",Winter_Holidays,Q4,December,Northern
DOM,2014,1,,,,544.822,544.822,2014-01-01,Other,4.0,"New Year's Day, Epiphany, Our Lady of Altagracia",Winter_Holidays,Q1,January,Northern
DOM,2014,2,,,,517.423,517.423,2014-02-01,Other,1.0,Independence Day,Regular,Q1,February,Northern
DOM,2014,3,,,,587.572,587.572,2014-03-01,Other,0.0,None,Regular,Q1,March,Northern
DOM,2014,4,,,,526.365,526.365,2014-04-01,Other,1.0,Good Friday,Spring_Holidays,Q2,April,Northern
DOM,2014,5,,,,449.257,449.257,2014-05-01,Other,2.0,"Mother's Day, Labor Day",Regular,Q2,May,Northern
DOM,2014,6,,,,504.197,504.197,2014-06-01,Other,1.0,Corpus Christi,Regular,Q2,June,Northern
DOM,2014,7,,,,591.198,591.198,2014-07-01,Other,1.0,Father's Day,Summer_Holidays,Q3,July,Northern
DOM,2014,8,,,,511.731,511.731,2014-08-01,Other,1.0,Restoration Day,Summer_Holidays,Q3,August,Northern
DOM,2014,9,,,,343.801,343.801,2014-09-01,Other,1.0,Our Lady of Las Mercedes,Regular,Q3,September,Northern
DOM,2014,10,,,,382.632,382.632,2014-10-01,Other,0.0,None,Regular,Q4,October,Northern
DOM,2014,11,,,,433.598,433.598,2014-11-01,Other,1.0,Constitution Day,Regular,Q4,November,Northern
DOM,2014,12,,,,579.613,579.613,2014-12-01,Other,3.0,"Christmas Eve, New Year's Eve, Christmas Day",Winter_Holidays,Q4,December,Northern
DOM,2015,1,,,,534.875,534.875,2015-01-01,Other,4.0,"New Year's Day, Epiphany, Our Lady of Altagracia",Winter_Holidays,Q1,January,Northern
DOM,2015,2,,,,505.249,505.249,2015-02-01,Other,1.0,Independence Day,Regular,Q1,February,Northern
DOM,2015,3,,,,571.22,571.22,2015-03-01,Other,0.0,None,Regular,Q1,March,Northern
DOM,2015,4,,,,501.422,501.422,2015-04-01,Other,1.0,Good Friday,Spring_Holidays,Q2,April,Northern
DOM,2015,5,,,,457.841,457.841,2015-05-01,Other,2.0,"Mother's Day, Labor Day",Regular,Q2,May,Northern
DOM,2015,6,,,,520.775,520.775,2015-06-01,Other,1.0,Corpus Christi,Regular,Q2,June,Northern
DOM,2015,7,,,,622.956,622.956,2015-07-01,Other,1.0,Father's Day,Summer_Holidays,Q3,July,Northern
DOM,2015,8,,,,527.233,527.233,2015-08-01,Other,1.0,Restoration Day,Summer_Holidays,Q3,August,Northern
DOM,2015,9,,,,372.438,372.438,2015-09-01,Other,1.0,Our Lady of Las Mercedes,Regular,Q3,September,Northern
DOM,2015,10,,,,416.305,416.305,2015-10-01,Other,0.0,None,Regular,Q4,October,Northern
DOM,2015,11,,,,470.234,470.234,2015-11-01,Other,1.0,Constitution Day,Regular,Q4,November,Northern
DOM,2015,12,,,,632.663,632.663,2015-12-01,Other,3.0,"Christmas Eve, New Year's Eve, Christmas Day",Winter_Holidays,Q4,December,Northern
DOM,2016,1,,,,583.769,583.769,2016-01-01,Other,4.0,"New Year's Day, Epiphany, Our Lady of Altagracia",Winter_Holidays,Q1,January,Northern
DOM,2016,2,,,,550.211,550.211,2016-02-01,Other,1.0,Independence Day,Regular,Q1,February,Northern
DOM,2016,3,,,,608.391,608.391,2016-03-01,Other,1.0,Good Friday,Spring_Holidays,Q1,March,Northern
DOM,2016,4,,,,521.69,521.69,2016-04-01,Other,0.0,None,Regular,Q2,April,Northern
DOM,2016,5,,,,482.992,482.992,2016-05-01,Other,4.0,"Mother's Day, Labor Day, Labor Day observed",Regular,Q2,May,Northern
DOM,2016,6,,,,558.958,558.958,2016-06-01,Other,0.0,None,Regular,Q2,June,Northern
DOM,2016,7,,,,678.517,678.517,2016-07-01,Other,1.0,Father's Day,Summer_Holidays,Q3,July,Northern
DOM,2016,8,,,,569.373,569.373,2016-08-01,Other,1.0,Restoration Day,Summer_Holidays,Q3,August,Northern
ECU,2010,1,,,,297.892,297.892,2010-01-01,Latin America,1.0,New Year's Day,Winter_Holidays,Q1,January,Northern
ECU,2010,2,,,,286.923,286.923,2010-02-01,Latin America,4.0,"Carnival, Special working day (compensation for Carnival Monday), Special working day (compensation for Carnival Tuesday)",Regular,Q1,February,Northern
ECU,2010,3,,,,321.268,321.268,2010-03-01,Latin America,0.0,None,Regular,Q1,March,Northern
ECU,2010,4,,,,298.921,298.921,2010-04-01,Latin America,1.0,Good Friday,Spring_Holidays,Q2,April,Northern
ECU,2010,5,,,,291.511,291.511,2010-05-01,Latin America,2.0,"Labor Day / May Day, The Battle of Pichincha",Regular,Q2,May,Northern
ECU,2010,6,,,,298.586,298.586,2010-06-01,Latin America,0.0,None,Regular,Q2,June,Northern
ECU,2010,7,,,,342.91,342.91,2010-07-01,Latin America,1.0,Sim?n Bol?var?s Birthday Memorial,Summer_Holidays,Q3,July,Northern
ECU,2010,8,,,,360.044,360.044,2010-08-01,Latin America,2.0,"Independence Day, Day off for Independence Day",Summer_Holidays,Q3,August,Northern
ECU,2010,9,,,,311.53,311.53,2010-09-01,Latin America,0.0,None,Regular,Q3,September,Northern
ECU,2010,10,,,,330.657,330.657,2010-10-01,Latin America,1.0,Independence of Guayaquil,Regular,Q4,October,Northern
ECU,2010,11,,,,318.558,318.558,2010-11-01,Latin America,2.0,"All Soul's Day, Independence of Cuenca",Regular,Q4,November,Northern
ECU,2010,12,,,,325.424,325.424,2010-12-01,Latin America,3.0,"Foundation of Quito, New Year's Eve, Christmas Day",Winter_Holidays,Q4,December,Northern
ECU,2011,1,,,,327.546,327.546,2011-01-01,Latin America,1.0,New Year's Day,Winter_Holidays,Q1,January,Northern
ECU,2011,2,,,,304.356,304.356,2011-02-01,Latin America,0.0,None,Regular,Q1,February,Northern
ECU,2011,3,,,,341.793,341.793,2011-03-01,Latin America,4.0,"Carnival, Special working day (compensation for Carnival Monday), Special working day (compensation for Carnival Tuesday)",Spring_Holidays,Q1,March,Northern
ECU,2011,4,,,,317.68,317.68,2011-04-01,Latin America,1.0,Good Friday,Spring_Holidays,Q2,April,Northern
ECU,2011,5,,,,337.344,337.344,2011-05-01,Latin America,3.0,"Labor Day / May Day, The Battle of Pichincha, Day off for The Battle of Pichincha",Regular,Q2,May,Northern
ECU,2011,6,,,,330.403,330.403,2011-06-01,Latin America,0.0,None,Regular,Q2,June,Northern
ECU,2011,7,,,,385.306,385.306,2011-07-01,Latin America,1.0,Sim?n Bol?var?s Birthday Memorial,Summer_Holidays,Q3,July,Northern
ECU,2011,8,,,,391.086,391.086,2011-08-01,Latin America,2.0,"Independence Day, Day off for Independence Day",Summer_Holidays,Q3,August,Northern
ECU,2011,9,,,,358.38,358.38,2011-09-01,Latin America,0.0,None,Regular,Q3,September,Northern
ECU,2011,10,,,,360.422,360.422,2011-10-01,Latin America,1.0,Independence of Guayaquil,Regular,Q4,October,Northern
ECU,2011,11,,,,354.981,354.981,2011-11-01,Latin America,2.0,"All Soul's Day, Independence of Cuenca",Regular,Q4,November,Northern
ECU,2011,12,,,,350.127,350.127,2011-12-01,Latin America,3.0,"Foundation of Quito, New Year's Eve, Christmas Day",Winter_Holidays,Q4,December,Northern
ECU,2012,1,,,,342.519,342.519,2012-01-01,Latin America,1.0,New Year's Day,Winter_Holidays,Q1,January,Northern
ECU,2012,2,,,,316.017,316.017,2012-02-01,Latin America,2.0,Carnival,Regular,Q1,February,Northern
ECU,2012,3,,,,343.105,343.105,2012-03-01,Latin America,0.0,None,Regular,Q1,March,Northern
ECU,2012,4,,,,298.874,298.874,2012-04-01,Latin America,2.0,"Good Friday, Day off for Labor Day / May Day",Spring_Holidays,Q2,April,Northern
ECU,2012,5,,,,298.373,298.373,2012-05-01,Latin America,2.0,"Labor Day / May Day, The Battle of Pichincha",Regular,Q2,May,Northern
ECU,2012,6,,,,298.738,298.738,2012-06-01,Latin America,0.0,None,Regular,Q2,June,Northern
ECU,2012,7,,,,324.471,324.471,2012-07-01,Latin America,1.0,Sim?n Bol?var?s Birthday Memorial,Summer_Holidays,Q3,July,Northern
ECU,2012,8,,,,340.387,340.387,2012-08-01,Latin America,1.0,Independence Day,Summer_Holidays,Q3,August,Northern
ECU,2012,9,,,,309.288,309.288,2012-09-01,Latin America,0.0,None,Regular,Q3,September,Northern
EGY,2014,1,,,,2245.813,2245.813,2014-01-01,Other,4.0,"January 1 Bank Holiday, Coptic Christmas Day, Prophet Mohamed's birthday",Winter_Holidays,Q1,January,Northern
EGY,2014,2,,,,1982.046,1982.046,2014-02-01,Other,0.0,None,Regular,Q1,February,Northern
EGY,2014,3,,,,2403.556,2403.556,2014-03-01,Other,0.0,None,Regular,Q1,March,Northern
EGY,2014,4,,,,2569.916,2569.916,2014-04-01,Other,5.0,"Coptic Good Friday, Coptic Holy Saturday, Coptic Easter Sunday",Spring_Holidays,Q2,April,Northern
EGY,2014,5,,,,2588.944,2588.944,2014-05-01,Other,2.0,"Labor Day, Presidential Election Holiday",Regular,Q2,May,Northern
EGY,2014,6,,,,2843.62,2843.62,2014-06-01,Other,1.0,Public sector holiday,Regular,Q2,June,Northern
EGY,2014,7,,,,2763.069,2763.069,2014-07-01,Other,5.0,"July 1 Bank Holiday, Revolution Day July 23, Eid el Fitr",Summer_Holidays,Q3,July,Northern
EGY,2014,8,,,,3346.284,3346.284,2014-08-01,Other,1.0,Flooding of the Nile,Summer_Holidays,Q3,August,Northern
EGY,2014,9,,,,2841.576,2841.576,2014-09-01,Other,1.0,Nayrouz,Regular,Q3,September,Northern
EGY,2014,10,,,,2900.338,2900.338,2014-10-01,Other,9.0,"Arafat Day (public sector holiday), Arafat Day, Eid al-Adha",Regular,Q4,October,Northern
EGY,2014,11,,,,2536.764,2536.764,2014-11-01,Other,0.0,None,Regular,Q4,November,Northern
EGY,2014,12,,,,2362.845,2362.845,2014-12-01,Other,0.0,None,Regular,Q4,December,Northern
EGY,2015,1,,,,2706.241,2706.241,2015-01-01,Other,3.0,"January 1 Bank Holiday, Coptic Christmas Day, Revolution Day January 25",Winter_Holidays,Q1,January,Northern
EGY,2015,2,,,,2387.969,2387.969,2015-02-01,Other,0.0,None,Regular,Q1,February,Northern
EGY,2015,3,,,,2671.19,2671.19,2015-03-01,Other,0.0,None,Regular,Q1,March,Northern
EGY,2015,4,,,,2875.157,2875.157,2015-04-01,Other,5.0,"Coptic Good Friday, Coptic Holy Saturday, Coptic Easter Sunday",Spring_Holidays,Q2,April,Northern
EGY,2015,5,,,,2840.806,2840.806,2015-05-01,Other,1.0,Labor Day,Regular,Q2,May,Northern
EGY,2015,6,,,,2897.851,2897.851,2015-06-01,Other,1.0,June 30 Revolution,Regular,Q2,June,Northern
EGY,2015,7,,,,3091.639,3091.639,2015-07-01,Other,6.0,"July 1 Bank Holiday, Eid el Fitr, Eid el Fitr Day 2",Summer_Holidays,Q3,July,Northern
EGY,2015,8,,,,3269.702,3269.702,2015-08-01,Other,2.0,"Flooding of the Nile, New Suez Canal Launch",Summer_Holidays,Q3,August,Northern
EGY,2015,9,,,,2822.137,2822.137,2015-09-01,Other,9.0,"Nayrouz, Arafat Day (public sector holiday), Arafat Day",Regular,Q3,September,Northern
EGY,2015,10,,,,2806.922,2806.922,2015-10-01,Other,3.0,"Armed Forces Day, Muharram, Extra holiday for elections",Regular,Q4,October,Northern
EGY,2015,11,,,,1962.353,1962.353,2015-11-01,Other,0.0,None,Regular,Q4,November,Northern
EGY,2015,12,,,,1944.542,1944.542,2015-12-01,Other,1.0,Prophet Mohamed's birthday,Winter_Holidays,Q4,December,Northern
EGY,2016,1,,,,2085.644,2085.644,2016-01-01,Other,3.0,"January 1 Bank Holiday, Coptic Christmas Day, Revolution Day January 25",Winter_Holidays,Q1,January,Northern
EGY,2016,2,,,,1836.87,1836.87,2016-02-01,Other,0.0,None,Regular,Q1,February,Northern
EGY,2016,3,,,,1949.248,1949.248,2016-03-01,Other,0.0,None,Regular,Q1,March,Northern
EGY,2016,4,,,,1851.966,1851.966,2016-04-01,Other,3.0,"Coptic Good Friday, Coptic Holy Saturday, Sinai Liberation Day",Spring_Holidays,Q2,April,Northern
EGY,2016,5,,,,1961.581,1961.581,2016-05-01,Other,3.0,"Coptic Easter Sunday, Labor Day, Spring Festival",Regular,Q2,May,Northern
EGY,2016,6,,,,1866.945,1866.945,2016-06-01,Other,1.0,June 30 Revolution,Regular,Q2,June,Northern
EGY,2016,7,,,,2114.745,2114.745,2016-07-01,Other,5.0,"July 1 Bank Holiday, Eid el Fitr, Eid el Fitr Day 2",Summer_Holidays,Q3,July,Northern
EGY,2016,8,,,,2223.858,2223.858,2016-08-01,Other,1.0,Flooding of the Nile,Summer_Holidays,Q3,August,Northern
EGY,2016,9,,,,2324.869,2324.869,2016-09-01,Other,6.0,"Nayrouz, Arafat Day, Eid al-Adha",Regular,Q3,September,Northern
EGY,2016,10,,,,1832.18,1832.18,2016-10-01,Other,2.0,"Muharram, Armed Forces Day",Regular,Q4,October,Northern
EGY,2016,11,,,,1590.459,1590.459,2016-11-01,Other,0.0,None,Regular,Q4,November,Northern
EGY,2017,2,,,,1723.265,1723.265,2017-02-01,Other,0.0,None,Regular,Q1,February,Northern
EGY,2017,3,,,,1810.091,1810.091,2017-03-01,Other,0.0,None,Regular,Q1,March,Northern
ESP,2010,1,8856.126,2489.258,6366.868,11397.341,8856.126,2010-01-01,Europe,4.0,"Reconquest Day, Martyr Vicente's Feast, St. Valero's Feast",Winter_Holidays,Q1,January,Northern
ESP,2010,2,9029.981,2681.978,6348.003,11766.428,9029.981,2010-02-01,Europe,3.0,"Day of Andaluc??a, Valentine's Day, Ash Wednesday",Regular,Q1,February,Northern
ESP,2010,3,11320.004,3211.03,8108.974,14587.075,11320.004,2010-03-01,Europe,4.0,"Day of the Balearic Islands, Fifth of March, San Jose",Spring_Holidays,Q1,March,Northern
ESP,2010,4,11208.04,3147.591,8060.449,14380.475,11208.04,2010-04-01,Europe,7.0,"Maundy Thursday, Easter Monday, Castile and Le??n Day",Spring_Holidays,Q2,April,Northern
ESP,2010,5,13526.313,3190.197,10336.116,16767.653,13526.313,2010-05-01,Europe,9.0,"Day of Madrid, Feast Day of St Isidore, Galicia Literature Day",Regular,Q2,May,Northern
ESP,2010,6,14735.901,3381.575,11354.326,18181.311,14735.901,2010-06-01,Europe,5.0,"Corpus Christi, Day of La Rioja, Day of Murcia",Regular,Q2,June,Northern
ESP,2010,7,17291.187,3818.087,13473.1,21171.445,17291.187,2010-07-01,Europe,2.0,"Feast of Saint James the Apostle, Day of the Institutions",Summer_Holidays,Q3,July,Northern
ESP,2010,8,17854.488,3866.937,13987.551,21787.668,17854.488,2010-08-01,Europe,4.0,"The Day of Our Lady of Africa, The Day of Cantabria, Assumption of Mary",Summer_Holidays,Q3,August,Northern
ESP,2010,9,15381.718,3418.491,11963.227,18859.77,15381.718,2010-09-01,Europe,7.0,"Day of the Independent City of Ceuta, Day of Asturias, Day of Extremadura",Regular,Q3,September,Northern
ESP,2010,10,14441.446,3337.727,11103.719,17830.877,14441.446,2010-10-01,Europe,2.0,"Day of the Valencian Community, Hispanic Day",Regular,Q4,October,Northern
