ISO3,Year,Month,Total,Domestic,International,Total_OS,Passengers,Date,Region,Holiday_Count,Holiday_Names,Holiday_Season,Quarter,Month_Name,Hemisphere
ALB,2010,1,,,,117.35,117.35,2010-01-01,Other,2.0,"New Year's Day, New Year's Day (Day 2)",Winter_Holidays,Q1,January,Northern
ALB,2010,2,,,,86.535,86.535,2010-02-01,Other,1.0,Valentine's Day,Regular,Q1,February,Northern
ALB,2010,3,,,,103.795,103.795,2010-03-01,Other,3.0,"Mothers' Day, Summer Day, Nevruz Day",Spring_Holidays,Q1,March,Northern
ALB,2010,4,,,,102.038,102.038,2010-04-01,Other,8.0,"Good Friday, Good Friday (Orthodox), Easter Saturday (Orthodox)",Spring_Holidays,Q2,April,Northern
ALB,2010,5,,,,109.037,109.037,2010-05-01,Other,1.0,International Worker?s Day,Regular,Q2,May,Northern
ALB,2010,6,,,,126.159,126.159,2010-06-01,Other,1.0,Fathers' Day,Regular,Q2,June,Northern
ALB,2010,7,,,,181.095,181.095,2010-07-01,Other,0.0,None,Regular,Q3,July,Northern
ALB,2010,8,,,,226.824,226.824,2010-08-01,Other,0.0,None,Regular,Q3,August,Northern
ALB,2010,9,,,,148.392,148.392,2010-09-01,Other,2.0,"Mother Teresa Beatification Day, Eid al-Fitr",Regular,Q3,September,Northern
ALB,2010,10,,,,110.346,110.346,2010-10-01,Other,1.0,Halloween,Regular,Q4,October,Northern
ALB,2010,11,,,,93.342,93.342,2010-11-01,Other,3.0,"Feast of the Sacrifice, Flag and Independence Day, Liberation Day",Regular,Q4,November,Northern
ALB,2010,12,,,,131.909,131.909,2010-12-01,Other,4.0,"Christmas Eve, New Year's Eve, National Youth Day",Winter_Holidays,Q4,December,Northern
ALB,2011,1,,,,135.743,135.743,2011-01-01,Other,2.0,"New Year's Day, New Year's Day (Day 2)",Winter_Holidays,Q1,January,Northern
ALB,2011,2,,,,101.417,101.417,2011-02-01,Other,1.0,Valentine's Day,Regular,Q1,February,Northern
ALB,2011,3,,,,128.551,128.551,2011-03-01,Other,3.0,"Mothers' Day, Summer Day, Nevruz Day",Spring_Holidays,Q1,March,Northern
ALB,2011,4,,,,141.269,141.269,2011-04-01,Other,8.0,"Good Friday, Good Friday (Orthodox), Easter Saturday (Orthodox)",Spring_Holidays,Q2,April,Northern
ALB,2011,5,,,,136.785,136.785,2011-05-01,Other,1.0,International Worker?s Day,Regular,Q2,May,Northern
ALB,2011,6,,,,150.219,150.219,2011-06-01,Other,1.0,Fathers' Day,Regular,Q2,June,Northern
ALB,2011,7,,,,199.495,199.495,2011-07-01,Other,0.0,None,Regular,Q3,July,Northern
ALB,2011,8,,,,234.296,234.296,2011-08-01,Other,1.0,Eid al-Fitr,Summer_Holidays,Q3,August,Northern
ALB,2011,9,,,,174.046,174.046,2011-09-01,Other,1.0,Mother Teresa Beatification Day,Regular,Q3,September,Northern
ALB,2011,10,,,,142.567,142.567,2011-10-01,Other,1.0,Halloween,Regular,Q4,October,Northern
ALB,2011,11,,,,124.214,124.214,2011-11-01,Other,3.0,"Feast of the Sacrifice, Flag and Independence Day, Liberation Day",Regular,Q4,November,Northern
ALB,2011,12,,,,148.471,148.471,2011-12-01,Other,4.0,"Christmas Eve, New Year's Eve, National Youth Day",Winter_Holidays,Q4,December,Northern
ALB,2012,1,,,,144.599,144.599,2012-01-01,Other,2.0,"New Year's Day, New Year's Day (Day 2)",Winter_Holidays,Q1,January,Northern
ALB,2012,2,,,,97.871,97.871,2012-02-01,Other,1.0,Valentine's Day,Regular,Q1,February,Northern
ALB,2012,3,,,,118.722,118.722,2012-03-01,Other,3.0,"Mothers' Day, Summer Day, Nevruz Day",Spring_Holidays,Q1,March,Northern
ALB,2012,4,,,,127.083,127.083,2012-04-01,Other,8.0,"Good Friday, Holy Saturday, Easter Monday",Spring_Holidays,Q2,April,Northern
ALB,2012,5,,,,122.242,122.242,2012-05-01,Other,1.0,International Worker?s Day,Regular,Q2,May,Northern
ALB,2012,6,,,,137.492,137.492,2012-06-01,Other,1.0,Fathers' Day,Regular,Q2,June,Northern
ALB,2012,7,,,,174.767,174.767,2012-07-01,Other,0.0,None,Regular,Q3,July,Northern
ALB,2012,8,,,,200.973,200.973,2012-08-01,Other,1.0,Eid al-Fitr,Summer_Holidays,Q3,August,Northern
ALB,2012,9,,,,153.348,153.348,2012-09-01,Other,1.0,Mother Teresa Beatification Day,Regular,Q3,September,Northern
ALB,2012,10,,,,130.603,130.603,2012-10-01,Other,2.0,"Halloween, Feast of the Sacrifice",Regular,Q4,October,Northern
ALB,2012,11,,,,121.274,121.274,2012-11-01,Other,2.0,"Flag and Independence Day, Liberation Day",Regular,Q4,November,Northern
ALB,2012,12,,,,136.357,136.357,2012-12-01,Other,5.0,"Christmas Eve, New Year's Eve, National Youth Day",Winter_Holidays,Q4,December,Northern
ALB,2013,1,,,,126.844,126.844,2013-01-01,Other,2.0,"New Year's Day, New Year's Day (Day 2)",Winter_Holidays,Q1,January,Northern
ALB,2013,2,,,,101.829,101.829,2013-02-01,Other,1.0,Valentine's Day,Regular,Q1,February,Northern
ALB,2013,3,,,,128.941,128.941,2013-03-01,Other,6.0,"Mothers' Day, Good Friday, Holy Saturday",Spring_Holidays,Q1,March,Northern
ALB,2013,4,,,,125.627,125.627,2013-04-01,Other,1.0,Easter Monday,Spring_Holidays,Q2,April,Northern
ALB,2013,5,,,,133.094,133.094,2013-05-01,Other,5.0,"Good Friday (Orthodox), Easter Saturday (Orthodox), Easter Monday (Orthodox)",Regular,Q2,May,Northern
ALB,2013,6,,,,150.111,150.111,2013-06-01,Other,1.0,Fathers' Day,Regular,Q2,June,Northern
ALB,2013,7,,,,190.259,190.259,2013-07-01,Other,0.0,None,Regular,Q3,July,Northern
ALB,2013,8,,,,216.834,216.834,2013-08-01,Other,1.0,Eid al-Fitr,Summer_Holidays,Q3,August,Northern
ALB,2013,9,,,,172.452,172.452,2013-09-01,Other,1.0,Mother Teresa Beatification Day,Regular,Q3,September,Northern
ALB,2013,10,,,,147.855,147.855,2013-10-01,Other,2.0,"Halloween, Feast of the Sacrifice",Regular,Q4,October,Northern
ALB,2013,11,,,,120.15,120.15,2013-11-01,Other,2.0,"Flag and Independence Day, Liberation Day",Regular,Q4,November,Northern
ALB,2013,12,,,,143.346,143.346,2013-12-01,Other,5.0,"Christmas Eve, New Year's Eve, National Youth Day",Winter_Holidays,Q4,December,Northern
ALB,2014,1,,,,143.816,143.816,2014-01-01,Other,2.0,"New Year's Day, New Year's Day (Day 2)",Winter_Holidays,Q1,January,Northern
ALB,2014,2,,,,109.584,109.584,2014-02-01,Other,1.0,Valentine's Day,Regular,Q1,February,Northern
ALB,2014,3,,,,132.521,132.521,2014-03-01,Other,3.0,"Mothers' Day, Summer Day, Nevruz Day",Spring_Holidays,Q1,March,Northern
ALB,2014,4,,,,137.687,137.687,2014-04-01,Other,8.0,"Good Friday, Good Friday (Orthodox), Easter Saturday (Orthodox)",Spring_Holidays,Q2,April,Northern
ALB,2014,5,,,,141.343,141.343,2014-05-01,Other,1.0,International Worker?s Day,Regular,Q2,May,Northern
ALB,2014,6,,,,153.692,153.692,2014-06-01,Other,1.0,Fathers' Day,Regular,Q2,June,Northern
ALB,2014,7,,,,186.278,186.278,2014-07-01,Other,1.0,Eid al-Fitr,Summer_Holidays,Q3,July,Northern
ALB,2014,8,,,,212.567,212.567,2014-08-01,Other,0.0,None,Regular,Q3,August,Northern
ALB,2014,9,,,,173.358,173.358,2014-09-01,Other,1.0,Mother Teresa Beatification Day,Regular,Q3,September,Northern
ALB,2014,10,,,,150.81,150.81,2014-10-01,Other,2.0,"Halloween, Feast of the Sacrifice",Regular,Q4,October,Northern
ALB,2014,11,,,,127.68,127.68,2014-11-01,Other,2.0,"Flag and Independence Day, Liberation Day",Regular,Q4,November,Northern
ALB,2014,12,,,,140.969,140.969,2014-12-01,Other,4.0,"Christmas Eve, New Year's Eve, National Youth Day",Winter_Holidays,Q4,December,Northern
ALB,2015,1,,,,135.863,135.863,2015-01-01,Other,2.0,"New Year's Day, New Year's Day (Day 2)",Winter_Holidays,Q1,January,Northern
ALB,2015,2,,,,111.018,111.018,2015-02-01,Other,1.0,Valentine's Day,Regular,Q1,February,Northern
ALB,2015,3,,,,138.878,138.878,2015-03-01,Other,3.0,"Mothers' Day, Summer Day, Nevruz Day",Spring_Holidays,Q1,March,Northern
ALB,2015,4,,,,150.029,150.029,2015-04-01,Other,8.0,"Good Friday, Holy Saturday, Easter Monday",Spring_Holidays,Q2,April,Northern
ALB,2015,5,,,,157.779,157.779,2015-05-01,Other,1.0,International Worker?s Day,Regular,Q2,May,Northern
ALB,2015,6,,,,173.449,173.449,2015-06-01,Other,1.0,Fathers' Day,Regular,Q2,June,Northern
ALB,2015,7,,,,213.546,213.546,2015-07-01,Other,1.0,Eid al-Fitr,Summer_Holidays,Q3,July,Northern
ALB,2015,8,,,,237.808,237.808,2015-08-01,Other,0.0,None,Regular,Q3,August,Northern
ALB,2015,9,,,,193.7,193.7,2015-09-01,Other,2.0,"Mother Teresa Beatification Day, Feast of the Sacrifice",Regular,Q3,September,Northern
ALB,2015,10,,,,167.372,167.372,2015-10-01,Other,1.0,Halloween,Regular,Q4,October,Northern
ALB,2015,11,,,,140.165,140.165,2015-11-01,Other,2.0,"Flag and Independence Day, Liberation Day",Regular,Q4,November,Northern
ALB,2015,12,,,,157.437,157.437,2015-12-01,Other,4.0,"Christmas Eve, New Year's Eve, National Youth Day",Winter_Holidays,Q4,December,Northern
ALB,2016,1,,,,149.063,149.063,2016-01-01,Other,2.0,"New Year's Day, New Year's Day (Day 2)",Winter_Holidays,Q1,January,Northern
ALB,2016,2,,,,127.095,127.095,2016-02-01,Other,1.0,Valentine's Day,Regular,Q1,February,Northern
ALB,2016,3,,,,147.463,147.463,2016-03-01,Other,7.0,"Mothers' Day, Good Friday, Holy Saturday",Spring_Holidays,Q1,March,Northern
ALB,2016,4,,,,148.33,148.33,2016-04-01,Other,2.0,"Good Friday (Orthodox), Easter Saturday (Orthodox)",Spring_Holidays,Q2,April,Northern
ALB,2016,5,,,,162.017,162.017,2016-05-01,Other,3.0,"Easter Monday (Orthodox), Easter Sunday (Orthodox), International Worker?s Day",Regular,Q2,May,Northern
ALB,2016,6,,,,181.574,181.574,2016-06-01,Other,1.0,Fathers' Day,Regular,Q2,June,Northern
ALB,2016,7,,,,223.442,223.442,2016-07-01,Other,1.0,Eid al-Fitr,Summer_Holidays,Q3,July,Northern
ALB,2016,8,,,,258.959,258.959,2016-08-01,Other,0.0,None,Regular,Q3,August,Northern
ALB,2016,9,,,,214.726,214.726,2016-09-01,Other,2.0,"Mother Teresa Beatification Day, Feast of the Sacrifice",Regular,Q3,September,Northern
ALB,2016,10,,,,200.303,200.303,2016-10-01,Other,1.0,Halloween,Regular,Q4,October,Northern
ALB,2016,11,,,,175.763,175.763,2016-11-01,Other,2.0,"Flag and Independence Day, Liberation Day",Regular,Q4,November,Northern
ALB,2016,12,,,,206.365,206.365,2016-12-01,Other,4.0,"Christmas Eve, New Year's Eve, National Youth Day",Winter_Holidays,Q4,December,Northern
ALB,2017,1,,,,191.759,191.759,2017-01-01,Other,2.0,"New Year's Day, New Year's Day (Day 2)",Winter_Holidays,Q1,January,Northern
ALB,2017,2,,,,140.368,140.368,2017-02-01,Other,1.0,Valentine's Day,Regular,Q1,February,Northern
ALB,2017,3,,,,175.914,175.914,2017-03-01,Other,3.0,"Mothers' Day, Summer Day, Nevruz Day",Spring_Holidays,Q1,March,Northern
ALB,2017,4,,,,189.763,189.763,2017-04-01,Other,8.0,"Good Friday, Good Friday (Orthodox), Easter Saturday (Orthodox)",Spring_Holidays,Q2,April,Northern
ALB,2017,5,,,,192.938,192.938,2017-05-01,Other,1.0,International Worker?s Day,Regular,Q2,May,Northern
ALB,2017,6,,,,229.584,229.584,2017-06-01,Other,2.0,"Fathers' Day, Eid al-Fitr",Regular,Q2,June,Northern
ALB,2017,7,,,,293.064,293.064,2017-07-01,Other,0.0,None,Regular,Q3,July,Northern
ALB,2017,8,,,,328.317,328.317,2017-08-01,Other,0.0,None,Regular,Q3,August,Northern
ALB,2017,9,,,,267.104,267.104,2017-09-01,Other,2.0,"Feast of the Sacrifice, Mother Teresa Beatification Day",Regular,Q3,September,Northern
ALB,2017,10,,,,216.022,216.022,2017-10-01,Other,1.0,Halloween,Regular,Q4,October,Northern
ALB,2017,11,,,,186.164,186.164,2017-11-01,Other,2.0,"Flag and Independence Day, Liberation Day",Regular,Q4,November,Northern
ALB,2017,12,,,,219.341,219.341,2017-12-01,Other,4.0,"Christmas Eve, New Year's Eve, National Youth Day",Winter_Holidays,Q4,December,Northern
ARE,2014,1,,,,8769.155,8769.155,2014-01-01,Other,1.0,Mouloud (The Prophet's Birthday),Winter_Holidays,Q1,January,Northern
ARE,2014,2,,,,7778.523,7778.523,2014-02-01,Other,0.0,None,Regular,Q1,February,Northern
ARE,2014,3,,,,8629.734,8629.734,2014-03-01,Other,0.0,None,Regular,Q1,March,Northern
ARE,2014,4,,,,8541.271,8541.271,2014-04-01,Other,0.0,None,Regular,Q2,April,Northern
ARE,2014,5,,,,7647.589,7647.589,2014-05-01,Other,1.0,Leilat al-Meiraj (The Prophet's Ascension),Regular,Q2,May,Northern
ARE,2014,6,,,,7648.147,7648.147,2014-06-01,Other,0.0,None,Regular,Q2,June,Northern
ARE,2014,7,,,,7653.026,7653.026,2014-07-01,Other,2.0,"Eid al-Fitr, Eid al-Fitr Holiday 1",Summer_Holidays,Q3,July,Northern
ARE,2014,8,,,,9409.965,9409.965,2014-08-01,Other,0.0,None,Regular,Q3,August,Northern
ARE,2014,9,,,,8411.89,8411.89,2014-09-01,Other,1.0,Hajj season begins,Regular,Q3,September,Northern
ARE,2014,10,,,,8440.697,8440.697,2014-10-01,Other,5.0,"Arafat (Hajj) Day, Eid al-Adha (Feast of Sacrifice), Eid al-Adha Holiday 1",Regular,Q4,October,Northern
ARE,2014,11,,,,7797.602,7797.602,2014-11-01,Other,0.0,None,Regular,Q4,November,Northern
ARE,2014,12,,,,9129.764,9129.764,2014-12-01,Other,6.0,"National Day Holiday (Public Sector), New Year's Eve, National Day",Winter_Holidays,Q4,December,Northern
ARE,2015,1,,,,9619.214,9619.214,2015-01-01,Other,1.0,Mouloud (The Prophet's Birthday),Winter_Holidays,Q1,January,Northern
ARE,2015,2,,,,8420.037,8420.037,2015-02-01,Other,0.0,None,Regular,Q1,February,Northern
ARE,2015,3,,,,9481.487,9481.487,2015-03-01,Other,0.0,None,Regular,Q1,March,Northern
ARE,2015,4,,,,9190.248,9190.248,2015-04-01,Other,0.0,None,Regular,Q2,April,Northern
ARE,2015,5,,,,8955.788,8955.788,2015-05-01,Other,1.0,Leilat al-Meiraj (The Prophet's Ascension),Regular,Q2,May,Northern
ARE,2015,6,,,,8538.044,8538.044,2015-06-01,Other,0.0,None,Regular,Q2,June,Northern
ARE,2015,7,,,,9620.921,9620.921,2015-07-01,Other,6.0,"Eid al-Fitr Holiday 1, Eid al-Fitr, Eid al-Fitr Holiday 2",Summer_Holidays,Q3,July,Northern
ARE,2015,8,,,,10465.962,10465.962,2015-08-01,Other,0.0,None,Regular,Q3,August,Northern
ARE,2015,9,,,,9324.008,9324.008,2015-09-01,Other,5.0,"Hajj season begins, Arafat (Hajj) Day, Eid al-Adha (Feast of Sacrifice)",Regular,Q3,September,Northern
ARE,2015,10,,,,9031.53,9031.53,2015-10-01,Other,3.0,"Al-Hijra (Islamic New Year), Al-Hijra Public Sector Holiday (Islamic New Year)",Regular,Q4,October,Northern
ARE,2015,11,,,,8613.162,8613.162,2015-11-01,Other,1.0,Commemoration Day,Regular,Q4,November,Northern
ARE,2015,12,,,,10081.008,10081.008,2015-12-01,Other,7.0,"National Day Holiday (Public Sector), New Year's Eve, National Day",Winter_Holidays,Q4,December,Northern
ARE,2016,1,,,,10411.417,10411.417,2016-01-01,Other,0.0,None,Regular,Q1,January,Northern
ARE,2016,2,,,,9078.376,9078.376,2016-02-01,Other,0.0,None,Regular,Q1,February,Northern
ARE,2016,3,,,,10190.089,10190.089,2016-03-01,Other,0.0,None,Regular,Q1,March,Northern
ARE,2016,4,,,,9854.315,9854.315,2016-04-01,Other,0.0,None,Regular,Q2,April,Northern
ARE,2016,5,,,,9628.362,9628.362,2016-05-01,Other,1.0,Leilat al-Meiraj (The Prophet's Ascension),Regular,Q2,May,Northern
ARE,2016,6,,,,8540.116,8540.116,2016-06-01,Other,1.0,Ramadan Start,Regular,Q2,June,Northern
ARE,2016,7,,,,10843.967,10843.967,2016-07-01,Other,2.0,"Eid al-Fitr, Eid al-Fitr Holiday 2",Summer_Holidays,Q3,July,Northern
ARE,2016,8,,,,11075.807,11075.807,2016-08-01,Other,0.0,None,Regular,Q3,August,Northern
ARE,2016,9,,,,10195.658,10195.658,2016-09-01,Other,7.0,"Hajj season begins, Arafat (Hajj) Day, Eid al-Adha (Feast of Sacrifice)",Regular,Q3,September,Northern
ARE,2016,10,,,,9197.659,9197.659,2016-10-01,Other,1.0,Al-Hijra (Islamic New Year),Regular,Q4,October,Northern
ARE,2016,11,,,,9324.073,9324.073,2016-11-01,Other,0.0,None,Regular,Q4,November,Northern
ARE,2016,12,,,,10843.978,10843.978,2016-12-01,Other,4.0,"New Year's Eve, Commemoration Day, National Day",Winter_Holidays,Q4,December,Northern
ARE,2017,1,,,,11216.156,11216.156,2017-01-01,Other,0.0,None,Regular,Q1,January,Northern
ARE,2017,2,,,,9686.152,9686.152,2017-02-01,Other,0.0,None,Regular,Q1,February,Northern
ARE,2017,3,,,,10488.111,10488.111,2017-03-01,Other,0.0,None,Regular,Q1,March,Northern
ARE,2017,4,,,,10660.273,10660.273,2017-04-01,Other,1.0,Leilat al-Meiraj (The Prophet's Ascension),Spring_Holidays,Q2,April,Northern
ARE,2017,5,,,,9741.994,9741.994,2017-05-01,Other,1.0,Ramadan Start,Regular,Q2,May,Northern
ARE,2017,6,,,,8683.602,8683.602,2017-06-01,Other,3.0,"Eid al-Fitr, Eid al-Fitr Holiday 1, Eid al-Fitr Holiday 2",Regular,Q2,June,Northern
ARE,2017,7,,,,11242.519,11242.519,2017-07-01,Other,0.0,None,Regular,Q3,July,Northern
ARE,2017,8,,,,11502.817,11502.817,2017-08-01,Other,2.0,"Hajj season begins, Arafat (Hajj) Day",Summer_Holidays,Q3,August,Northern
ARE,2017,9,,,,10055.124,10055.124,2017-09-01,Other,4.0,"Eid al-Adha (Feast of Sacrifice), Eid al-Adha Holiday 1, Eid al-Adha Holiday 2",Regular,Q3,September,Northern
ARE,2017,10,,,,9438.491,9438.491,2017-10-01,Other,0.0,None,Regular,Q4,October,Northern
ARE,2017,11,,,,7857.422,7857.422,2017-11-01,Other,2.0,"Commemoration Day, Mouloud (The Prophet's Birthday)",Regular,Q4,November,Northern
ARE,2017,12,,,,8835.494,8835.494,2017-12-01,Other,2.0,"New Year's Eve, National Day",Winter_Holidays,Q4,December,Northern
ARG,2017,1,,,,3386.517,3386.517,2017-01-01,Latin America,1.0,New Year's Day,Winter_Holidays,Q1,January,Southern
ARG,2017,2,,,,3065.808,3065.808,2017-02-01,Latin America,2.0,"Carnival / Shrove Monday, Carnival / Shrove Tuesday",Regular,Q1,February,Southern
ARG,2017,3,,,,3129.119,3129.119,2017-03-01,Latin America,1.0,Memorial Day,Spring_Holidays,Q1,March,Southern
ARG,2017,4,,,,2797.697,2797.697,2017-04-01,Latin America,10.0,"Passover Eve, First day of Passover, Second Day of Passover",Spring_Holidays,Q2,April,Southern
ARG,2017,5,,,,2768.468,2768.468,2017-05-01,Latin America,2.0,"Labor Day / May Day, National Day/May 1810 Revolution",Regular,Q2,May,Southern
ARG,2017,6,,,,2573.685,2573.685,2017-06-01,Latin America,2.0,"Commemoration of General Don Mart?n Miguel de G?emes, Flag Day",Regular,Q2,June,Southern
ARM,2011,1,,,,108.9950397,108.9950397,2011-01-01,Other,8.0,"New Year's Day, New Year's Day (Day 2), New Year's Day (Day 3)",Winter_Holidays,Q1,January,Northern
ARM,2011,3,,,,97.306,97.306,2011-03-01,Other,2.0,"Feast of Saint Vartan, International Women's Day",Spring_Holidays,Q1,March,Northern
ARM,2011,4,,,,112.474,112.474,2011-04-01,Other,6.0,"Motherhood and Beauty Day, Good Friday, Holy Saturday",Spring_Holidays,Q2,April,Northern
ARM,2011,5,,,,122.956,122.956,2011-05-01,Other,4.0,"Yerkrapah Day, Labour Day/May Day, Victory and Peace Day",Regular,Q2,May,Northern
ARM,2011,6,,,,143.098,143.098,2011-06-01,Other,2.0,"Children's Day, Fathers' Day",Regular,Q2,June,Northern
ARM,2011,7,,,,182.039,182.039,2011-07-01,Other,2.0,"Constitution Day, Vardavar",Summer_Holidays,Q3,July,Northern
ARM,2011,8,,,,198.969,198.969,2011-08-01,Other,0.0,None,Regular,Q3,August,Northern
ARM,2011,9,,,,155.375,155.375,2011-09-01,Other,2.0,"Knowledge and Literature Day, Independence Day",Regular,Q3,September,Northern
ARM,2011,10,,,,141.707,141.707,2011-10-01,Other,2.0,"Translators' Day, Halloween",Regular,Q4,October,Northern
ARM,2011,11,,,,123.086,123.086,2011-11-01,Other,0.0,None,Regular,Q4,November,Northern
ARM,2011,12,,,,126.143,126.143,2011-12-01,Other,2.0,"Spitak Remembrance Day, New Year's Eve",Winter_Holidays,Q4,December,Northern
ARM,2012,1,,,,109.867,109.867,2012-01-01,Other,8.0,"New Year's Day, New Year's Day (Day 2), New Year's Day (Day 3)",Winter_Holidays,Q1,January,Northern
ARM,2012,2,,,,91.013,91.013,2012-02-01,Other,2.0,"Valentine's Day, Feast of Saint Vartan",Regular,Q1,February,Northern
ARM,2012,3,,,,102.01,102.01,2012-03-01,Other,1.0,International Women's Day,Spring_Holidays,Q1,March,Northern
ARM,2012,4,,,,126.595,126.595,2012-04-01,Other,6.0,"Good Friday, Holy Saturday, Motherhood and Beauty Day",Spring_Holidays,Q2,April,Northern
ARM,2012,5,,,,133.009,133.009,2012-05-01,Other,4.0,"Yerkrapah Day, Labour Day/May Day, Victory and Peace Day",Regular,Q2,May,Northern
ARM,2012,6,,,,153.839,153.839,2012-06-01,Other,2.0,"Children's Day, Fathers' Day",Regular,Q2,June,Northern
ARM,2012,7,,,,186.649,186.649,2012-07-01,Other,2.0,"Constitution Day, Vardavar",Summer_Holidays,Q3,July,Northern
ARM,2012,8,,,,205.444,205.444,2012-08-01,Other,0.0,None,Regular,Q3,August,Northern
ARM,2012,9,,,,162.852,162.852,2012-09-01,Other,2.0,"Knowledge and Literature Day, Independence Day",Regular,Q3,September,Northern
ARM,2012,10,,,,150.588,150.588,2012-10-01,Other,2.0,"Translators' Day, Halloween",Regular,Q4,October,Northern
ARM,2012,11,,,,129.786,129.786,2012-11-01,Other,0.0,None,Regular,Q4,November,Northern
ARM,2012,12,,,,136.383,136.383,2012-12-01,Other,2.0,"Spitak Remembrance Day, New Year's Eve",Winter_Holidays,Q4,December,Northern
ARM,2013,1,,,,112.382,112.382,2013-01-01,Other,8.0,"New Year's Day, New Year's Day (Day 2), New Year's Day (Day 3)",Winter_Holidays,Q1,January,Northern
ARM,2013,2,,,,91.17,91.17,2013-02-01,Other,2.0,"Feast of Saint Vartan, Valentine's Day",Regular,Q1,February,Northern
ARM,2013,3,,,,102.915,102.915,2013-03-01,Other,4.0,"Good Friday, Holy Saturday, Easter Sunday",Spring_Holidays,Q1,March,Northern
ARM,2013,4,,,,116.846,116.846,2013-04-01,Other,3.0,"Easter Monday, Motherhood and Beauty Day, Genocide Remembrance Day",Spring_Holidays,Q2,April,Northern
ARM,2013,5,,,,125.114,125.114,2013-05-01,Other,4.0,"Yerkrapah Day, Labour Day/May Day, Victory and Peace Day",Regular,Q2,May,Northern
ARM,2013,6,,,,145.066,145.066,2013-06-01,Other,2.0,"Children's Day, Fathers' Day",Regular,Q2,June,Northern
ARM,2013,7,,,,179.581,179.581,2013-07-01,Other,2.0,"Constitution Day, Vardavar",Summer_Holidays,Q3,July,Northern
ARM,2013,8,,,,197.731,197.731,2013-08-01,Other,0.0,None,Regular,Q3,August,Northern
ARM,2013,9,,,,169.613,169.613,2013-09-01,Other,2.0,"Knowledge and Literature Day, Independence Day",Regular,Q3,September,Northern
ARM,2013,10,,,,162.383,162.383,2013-10-01,Other,2.0,"Translators' Day, Halloween",Regular,Q4,October,Northern
ARM,2013,11,,,,135.59,135.59,2013-11-01,Other,0.0,None,Regular,Q4,November,Northern
ARM,2013,12,,,,153.319,153.319,2013-12-01,Other,2.0,"Spitak Remembrance Day, New Year's Eve",Winter_Holidays,Q4,December,Northern
ARM,2014,1,,,,128.986,128.986,2014-01-01,Other,9.0,"New Year's Day, New Year's Day (Day 2), New Year's Day (Day 3)",Winter_Holidays,Q1,January,Northern
ARM,2014,2,,,,100.356,100.356,2014-02-01,Other,3.0,"Valentine's Day, Feast of Saint Vartan, Special Working Day",Regular,Q1,February,Northern
ARM,2014,3,,,,121.958,121.958,2014-03-01,Other,1.0,International Women's Day,Spring_Holidays,Q1,March,Northern
ARM,2014,4,,,,136.73,136.73,2014-04-01,Other,7.0,"Motherhood and Beauty Day, Good Friday, Holy Saturday",Spring_Holidays,Q2,April,Northern
ARM,2014,5,,,,171.431,171.431,2014-05-01,Other,6.0,"Yerkrapah Day, Labour Day/May Day, Labour Day/May Day holiday",Regular,Q2,May,Northern
ARM,2014,6,,,,208.408,208.408,2014-06-01,Other,2.0,"Children's Day, Fathers' Day",Regular,Q2,June,Northern
ARM,2014,7,,,,242.098,242.098,2014-07-01,Other,3.0,"Constitution Day, Vardavar, Vardavar holiday",Summer_Holidays,Q3,July,Northern
ARM,2014,8,,,,265.54,265.54,2014-08-01,Other,2.0,"Extra holiday, Special Working Day",Summer_Holidays,Q3,August,Northern
ARM,2014,9,,,,197.602,197.602,2014-09-01,Other,4.0,"Knowledge and Literature Day, Extra holiday, Independence Day",Regular,Q3,September,Northern
ARM,2014,10,,,,179.602,179.602,2014-10-01,Other,2.0,"Translators' Day, Halloween",Regular,Q4,October,Northern
ARM,2014,11,,,,144.096,144.096,2014-11-01,Other,0.0,None,Regular,Q4,November,Northern
ARM,2014,12,,,,148.251,148.251,2014-12-01,Other,2.0,"Spitak Remembrance Day, New Year's Eve",Winter_Holidays,Q4,December,Northern
ARM,2015,1,,,,131.916,131.916,2015-01-01,Other,8.0,"New Year's Day, New Year's Day (Day 2), New Year's Day (Day 3)",Winter_Holidays,Q1,January,Northern
ARM,2015,2,,,,99.275,99.275,2015-02-01,Other,2.0,"Feast of Saint Vartan, Valentine's Day",Regular,Q1,February,Northern
ARM,2015,3,,,,117.288,117.288,2015-03-01,Other,1.0,International Women's Day,Spring_Holidays,Q1,March,Northern
ARM,2015,4,,,,144.4,144.4,2015-04-01,Other,6.0,"Good Friday, Holy Saturday, Easter Sunday",Spring_Holidays,Q2,April,Northern
ARM,2015,5,,,,158.292,158.292,2015-05-01,Other,4.0,"Yerkrapah Day, Labour Day/May Day, Victory and Peace Day",Regular,Q2,May,Northern
ARM,2015,6,,,,176.791,176.791,2015-06-01,Other,2.0,"Children's Day, Fathers' Day",Regular,Q2,June,Northern
ARM,2015,7,,,,212.999,212.999,2015-07-01,Other,4.0,"Constitution Day, Vardavar, Vardavar additional non-working day",Summer_Holidays,Q3,July,Northern
ARM,2015,8,,,,227.607,227.607,2015-08-01,Other,0.0,None,Regular,Q3,August,Northern
ARM,2015,9,,,,171.659,171.659,2015-09-01,Other,2.0,"Knowledge and Literature Day, Independence Day",Regular,Q3,September,Northern
ARM,2015,10,,,,155.611,155.611,2015-10-01,Other,2.0,"Translators' Day, Halloween",Regular,Q4,October,Northern
